iso2,year,age,sex,cases
BJ,1987,65+,Female,0.0
BJ,1987,65+,Male,0.0
BJ,1988,0-14,Female,0.0
BJ,1988,0-14,Male,0.0
BJ,1988,15-24,Female,0.0
BJ,1988,15-24,Male,0.0
BJ,1988,25-34,Female,0.0
BJ,1988,25-34,Male,0.0
BJ,1988,35-44,Female,0.0
BJ,1988,35-44,Male,0.0
BJ,1988,45-54,Female,0.0
BJ,1988,45-54,Male,0.0
BJ,1988,55-64,Female,0.0
BJ,1988,55-64,Male,0.0
BJ,1988,65+,Female,0.0
BJ,1988,65+,Male,0.0
BJ,1989,0-14,Female,0.0
BJ,1989,0-14,Male,0.0
BJ,1989,15-24,Female,0.0
BJ,1989,15-24,Male,0.0
BJ,1989,25-34,Female,0.0
BJ,1989,25-34,Male,0.0
BJ,1989,35-44,Female,0.0
BJ,1989,35-44,Male,0.0
BJ,1989,45-54,Female,0.0
BJ,1989,45-54,Male,0.0
BJ,1989,55-64,Female,0.0
BJ,1989,55-64,Male,0.0
BJ,1989,65+,Female,0.0
BJ,1989,65+,Male,0.0
BJ,1990,0-14,Female,0.0
BJ,1990,0-14,Male,0.0
BJ,1990,15-24,Female,0.0
BJ,1990,15-24,Male,0.0
BJ,1990,25-34,Female,0.0
BJ,1990,25-34,Male,0.0
BJ,1990,35-44,Female,0.0
BJ,1990,35-44,Male,0.0
BJ,1990,45-54,Female,0.0
BJ,1990,45-54,Male,0.0
BJ,1990,55-64,Female,0.0
BJ,1990,55-64,Male,0.0
BJ,1990,65+,Female,0.0
BJ,1990,65+,Male,0.0
BJ,1991,0-14,Female,0.0
BJ,1991,0-14,Male,0.0
BJ,1991,15-24,Female,0.0
BJ,1991,15-24,Male,0.0
BJ,1991,25-34,Female,0.0
BJ,1991,25-34,Male,0.0
BJ,1991,35-44,Female,0.0
BJ,1991,35-44,Male,0.0
BJ,1991,45-54,Female,0.0
BJ,1991,45-54,Male,0.0
BJ,1991,55-64,Female,0.0
BJ,1991,55-64,Male,0.0
BJ,1991,65+,Female,0.0
BJ,1991,65+,Male,0.0
BJ,1992,0-14,Female,0.0
BJ,1992,0-14,Male,0.0
BJ,1992,15-24,Female,0.0
BJ,1992,15-24,Male,0.0
BJ,1992,25-34,Female,0.0
BJ,1992,25-34,Male,0.0
BJ,1992,35-44,Female,0.0
BJ,1992,35-44,Male,0.0
BJ,1992,45-54,Female,0.0
BJ,1992,45-54,Male,0.0
BJ,1992,55-64,Female,0.0
BJ,1992,55-64,Male,0.0
BJ,1992,65+,Female,0.0
BJ,1992,65+,Male,0.0
BJ,1993,0-14,Female,0.0
BJ,1993,0-14,Male,0.0
BJ,1993,15-24,Female,0.0
BJ,1993,15-24,Male,0.0
BJ,1993,25-34,Female,0.0
BJ,1993,25-34,Male,0.0
BJ,1993,35-44,Female,0.0
BJ,1993,35-44,Male,0.0
BJ,1993,45-54,Female,0.0
BJ,1993,45-54,Male,0.0
BJ,1993,55-64,Female,0.0
BJ,1993,55-64,Male,0.0
BJ,1993,65+,Female,0.0
BJ,1993,65+,Male,0.0
BJ,1994,0-14,Female,0.0
BJ,1994,0-14,Male,0.0
BJ,1994,15-24,Female,0.0
BJ,1994,15-24,Male,0.0
BJ,1994,25-34,Female,0.0
BJ,1994,25-34,Male,0.0
BJ,1994,35-44,Female,0.0
BJ,1994,35-44,Male,0.0
BJ,1994,45-54,Female,0.0
BJ,1994,45-54,Male,0.0
BJ,1994,55-64,Female,0.0
BJ,1994,55-64,Male,0.0
BJ,1994,65+,Female,0.0
BJ,1994,65+,Male,0.0
BJ,1995,0-14,Female,26.0
BJ,1995,0-14,Male,14.0
BJ,1995,15-24,Female,148.0
BJ,1995,15-24,Male,186.0
BJ,1995,25-34,Female,197.0
BJ,1995,25-34,Male,352.0
BJ,1995,35-44,Female,118.0
BJ,1995,35-44,Male,306.0
BJ,1995,45-54,Female,69.0
BJ,1995,45-54,Male,176.0
BJ,1995,55-64,Female,32.0
BJ,1995,55-64,Male,101.0
BJ,1995,65+,Female,22.0
BJ,1995,65+,Male,92.0
BJ,1996,0-14,Female,34.0
BJ,1996,0-14,Male,17.0
BJ,1996,15-24,Female,169.0
BJ,1996,15-24,Male,215.0
BJ,1996,25-34,Female,218.0
BJ,1996,25-34,Male,348.0
BJ,1996,35-44,Female,136.0
BJ,1996,35-44,Male,277.0
BJ,1996,45-54,Female,46.0
BJ,1996,45-54,Male,166.0
BJ,1996,55-64,Female,42.0
BJ,1996,55-64,Male,102.0
BJ,1996,65+,Female,21.0
BJ,1996,65+,Male,77.0
BJ,1997,0-14,Female,26.0
BJ,1997,0-14,Male,20.0
BJ,1997,15-24,Female,169.0
BJ,1997,15-24,Male,215.0
BJ,1997,25-34,Female,226.0
BJ,1997,25-34,Male,376.0
BJ,1997,35-44,Female,124.0
BJ,1997,35-44,Male,306.0
BJ,1997,45-54,Female,64.0
BJ,1997,45-54,Male,180.0
BJ,1997,55-64,Female,21.0
BJ,1997,55-64,Male,76.0
BJ,1997,65+,Female,26.0
BJ,1997,65+,Male,107.0
BJ,1998,0-14,Female,15.0
BJ,1998,0-14,Male,20.0
BJ,1998,15-24,Female,189.0
BJ,1998,15-24,Male,233.0
BJ,1998,25-34,Female,242.0
BJ,1998,25-34,Male,367.0
BJ,1998,35-44,Female,159.0
BJ,1998,35-44,Male,251.0
BJ,1998,45-54,Female,65.0
BJ,1998,45-54,Male,205.0
BJ,1998,55-64,Female,39.0
BJ,1998,55-64,Male,113.0
BJ,1998,65+,Female,19.0
BJ,1998,65+,Male,71.0
BJ,1999,0-14,Female,28.0
BJ,1999,0-14,Male,14.0
BJ,1999,15-24,Female,207.0
BJ,1999,15-24,Male,250.0
BJ,1999,25-34,Female,254.0
BJ,1999,25-34,Male,444.0
BJ,1999,35-44,Female,153.0
BJ,1999,35-44,Male,293.0
BJ,1999,45-54,Female,74.0
BJ,1999,45-54,Male,207.0
BJ,1999,55-64,Female,39.0
BJ,1999,55-64,Male,124.0
BJ,1999,65+,Female,30.0
BJ,1999,65+,Male,85.0
BJ,2000,0-14,Female,36.0
BJ,2000,0-14,Male,19.0
BJ,2000,15-24,Female,239.0
BJ,2000,15-24,Male,277.0
BJ,2000,25-34,Female,275.0
BJ,2000,25-34,Male,428.0
BJ,2000,35-44,Female,149.0
BJ,2000,35-44,Male,327.0
BJ,2000,45-54,Female,76.0
BJ,2000,45-54,Male,213.0
BJ,2000,55-64,Female,45.0
BJ,2000,55-64,Male,103.0
BJ,2000,65+,Female,25.0
BJ,2000,65+,Male,74.0
BJ,2001,0-14,Female,0.0
BJ,2001,0-14,Male,0.0
BJ,2001,15-24,Female,0.0
BJ,2001,15-24,Male,0.0
BJ,2001,25-34,Female,0.0
BJ,2001,25-34,Male,0.0
BJ,2001,35-44,Female,0.0
BJ,2001,35-44,Male,0.0
BJ,2001,45-54,Female,0.0
BJ,2001,45-54,Male,0.0
BJ,2001,55-64,Female,0.0
BJ,2001,55-64,Male,0.0
BJ,2001,65+,Female,0.0
BJ,2001,65+,Male,0.0
BJ,2002,0-14,Female,35.0
BJ,2002,0-14,Male,16.0
BJ,2002,15-24,Female,255.0
BJ,2002,15-24,Male,248.0
BJ,2002,25-34,Female,298.0
BJ,2002,25-34,Male,489.0
BJ,2002,35-44,Female,159.0
BJ,2002,35-44,Male,304.0
BJ,2002,45-54,Female,86.0
BJ,2002,45-54,Male,231.0
BJ,2002,55-64,Female,47.0
BJ,2002,55-64,Male,125.0
BJ,2002,65+,Female,24.0
BJ,2002,65+,Male,94.0
BJ,2003,0-14,Female,32.0
BJ,2003,0-14,Male,20.0
BJ,2003,15-24,Female,226.0
BJ,2003,15-24,Male,266.0
BJ,2003,25-34,Female,304.0
BJ,2003,25-34,Male,504.0
BJ,2003,35-44,Female,150.0
BJ,2003,35-44,Male,370.0
BJ,2003,45-54,Female,93.0
BJ,2003,45-54,Male,188.0
BJ,2003,55-64,Female,47.0
BJ,2003,55-64,Male,117.0
BJ,2003,65+,Female,25.0
BJ,2003,65+,Male,92.0
BJ,2004,0-14,Female,43.0
BJ,2004,0-14,Male,16.0
BJ,2004,15-24,Female,263.0
BJ,2004,15-24,Male,308.0
BJ,2004,25-34,Female,354.0
BJ,2004,25-34,Male,529.0
BJ,2004,35-44,Female,147.0
BJ,2004,35-44,Male,344.0
BJ,2004,45-54,Female,73.0
BJ,2004,45-54,Male,229.0
BJ,2004,55-64,Female,45.0
BJ,2004,55-64,Male,125.0
BJ,2004,65+,Female,24.0
BJ,2004,65+,Male,82.0
BJ,2005,0-14,Female,25.0
BJ,2005,0-14,Male,21.0
BJ,2005,15-24,Female,249.0
BJ,2005,15-24,Male,306.0
BJ,2005,25-34,Female,331.0
BJ,2005,25-34,Male,595.0
BJ,2005,35-44,Female,145.0
BJ,2005,35-44,Male,396.0
BJ,2005,45-54,Female,89.0
BJ,2005,45-54,Male,270.0
BJ,2005,55-64,Female,51.0
BJ,2005,55-64,Male,135.0
BJ,2005,65+,Female,39.0
BJ,2005,65+,Male,87.0
BJ,2006,0-14,Female,32.0
BJ,2006,0-14,Male,18.0
BJ,2006,15-24,Female,310.0
BJ,2006,15-24,Male,298.0
BJ,2006,25-34,Female,371.0
BJ,2006,25-34,Male,624.0
BJ,2006,35-44,Female,158.0
BJ,2006,35-44,Male,465.0
BJ,2006,45-54,Female,111.0
BJ,2006,45-54,Male,247.0
BJ,2006,55-64,Female,38.0
BJ,2006,55-64,Male,124.0
BJ,2006,65+,Female,41.0
BJ,2006,65+,Male,106.0
BJ,2007,0-14,Female,0.0
BJ,2007,0-14,Male,0.0
BJ,2007,15-24,Female,0.0
BJ,2007,15-24,Male,0.0
BJ,2007,25-34,Female,0.0
BJ,2007,25-34,Male,0.0
BJ,2007,35-44,Female,0.0
BJ,2007,35-44,Male,0.0
BJ,2007,45-54,Female,0.0
BJ,2007,45-54,Male,0.0
BJ,2007,55-64,Female,0.0
BJ,2007,55-64,Male,0.0
BJ,2007,65+,Female,0.0
BJ,2007,65+,Male,0.0
BJ,2008,0-14,Female,38.0
BJ,2008,0-14,Male,20.0
BJ,2008,15-24,Female,245.0
BJ,2008,15-24,Male,333.0
BJ,2008,25-34,Female,386.0
BJ,2008,25-34,Male,604.0
BJ,2008,35-44,Female,173.0
BJ,2008,35-44,Male,439.0
BJ,2008,45-54,Female,99.0
BJ,2008,45-54,Male,284.0
BJ,2008,55-64,Female,52.0
BJ,2008,55-64,Male,163.0
BJ,2008,65+,Female,30.0
BJ,2008,65+,Male,100.0
BM,1980,0-14,Female,0.0
BM,1980,0-14,Male,0.0
BM,1980,15-24,Female,0.0
BM,1980,15-24,Male,0.0
BM,1980,25-34,Female,0.0
BM,1980,25-34,Male,0.0
BM,1980,35-44,Female,0.0
BM,1980,35-44,Male,0.0
BM,1980,45-54,Female,0.0
BM,1980,45-54,Male,0.0
BM,1980,55-64,Female,0.0
BM,1980,55-64,Male,0.0
BM,1980,65+,Female,0.0
BM,1980,65+,Male,0.0
BM,1981,0-14,Female,0.0
BM,1981,0-14,Male,0.0
BM,1981,15-24,Female,0.0
BM,1981,15-24,Male,0.0
BM,1981,25-34,Female,0.0
BM,1981,25-34,Male,0.0
BM,1981,35-44,Female,0.0
BM,1981,35-44,Male,0.0
BM,1981,45-54,Female,0.0
BM,1981,45-54,Male,0.0
BM,1981,55-64,Female,0.0
BM,1981,55-64,Male,0.0
BM,1981,65+,Female,0.0
BM,1981,65+,Male,0.0
BM,1982,0-14,Female,0.0
BM,1982,0-14,Male,0.0
BM,1982,15-24,Female,0.0
BM,1982,15-24,Male,0.0
BM,1982,25-34,Female,0.0
BM,1982,25-34,Male,0.0
BM,1982,35-44,Female,0.0
BM,1982,35-44,Male,0.0
BM,1982,45-54,Female,0.0
BM,1982,45-54,Male,0.0
BM,1982,55-64,Female,0.0
BM,1982,55-64,Male,0.0
BM,1982,65+,Female,0.0
BM,1982,65+,Male,0.0
BM,1983,0-14,Female,0.0
BM,1983,0-14,Male,0.0
BM,1983,15-24,Female,0.0
BM,1983,15-24,Male,0.0
BM,1983,25-34,Female,0.0
BM,1983,25-34,Male,0.0
BM,1983,35-44,Female,0.0
BM,1983,35-44,Male,0.0
BM,1983,45-54,Female,0.0
BM,1983,45-54,Male,0.0
BM,1983,55-64,Female,0.0
BM,1983,55-64,Male,0.0
BM,1983,65+,Female,0.0
BM,1983,65+,Male,0.0
BM,1984,0-14,Female,0.0
BM,1984,0-14,Male,0.0
BM,1984,15-24,Female,0.0
BM,1984,15-24,Male,0.0
BM,1984,25-34,Female,0.0
BM,1984,25-34,Male,0.0
BM,1984,35-44,Female,0.0
BM,1984,35-44,Male,0.0
BM,1984,45-54,Female,0.0
BM,1984,45-54,Male,0.0
BM,1984,55-64,Female,0.0
BM,1984,55-64,Male,0.0
BM,1984,65+,Female,0.0
BM,1984,65+,Male,0.0
BM,1985,0-14,Female,0.0
BM,1985,0-14,Male,0.0
BM,1985,15-24,Female,0.0
BM,1985,15-24,Male,0.0
BM,1985,25-34,Female,0.0
BM,1985,25-34,Male,0.0
BM,1985,35-44,Female,0.0
BM,1985,35-44,Male,0.0
BM,1985,45-54,Female,0.0
BM,1985,45-54,Male,0.0
BM,1985,55-64,Female,0.0
BM,1985,55-64,Male,0.0
BM,1985,65+,Female,0.0
BM,1985,65+,Male,0.0
BM,1986,0-14,Female,0.0
BM,1986,0-14,Male,0.0
BM,1986,15-24,Female,0.0
BM,1986,15-24,Male,0.0
BM,1986,25-34,Female,0.0
BM,1986,25-34,Male,0.0
BM,1986,35-44,Female,0.0
BM,1986,35-44,Male,0.0
BM,1986,45-54,Female,0.0
BM,1986,45-54,Male,0.0
BM,1986,55-64,Female,0.0
BM,1986,55-64,Male,0.0
BM,1986,65+,Female,0.0
BM,1986,65+,Male,0.0
BM,1987,0-14,Female,0.0
BM,1987,0-14,Male,0.0
BM,1987,15-24,Female,0.0
BM,1987,15-24,Male,0.0
BM,1987,25-34,Female,0.0
BM,1987,25-34,Male,0.0
BM,1987,35-44,Female,0.0
BM,1987,35-44,Male,0.0
BM,1987,45-54,Female,0.0
BM,1987,45-54,Male,0.0
BM,1987,55-64,Female,0.0
BM,1987,55-64,Male,0.0
BM,1987,65+,Female,0.0
BM,1987,65+,Male,0.0
BM,1988,0-14,Female,0.0
BM,1988,0-14,Male,0.0
BM,1988,15-24,Female,0.0
BM,1988,15-24,Male,0.0
BM,1988,25-34,Female,0.0
BM,1988,25-34,Male,0.0
BM,1988,35-44,Female,0.0
BM,1988,35-44,Male,0.0
BM,1988,45-54,Female,0.0
BM,1988,45-54,Male,0.0
BM,1988,55-64,Female,0.0
BM,1988,55-64,Male,0.0
BM,1988,65+,Female,0.0
BM,1988,65+,Male,0.0
BM,1989,0-14,Female,0.0
BM,1989,0-14,Male,0.0
BM,1989,15-24,Female,0.0
BM,1989,15-24,Male,0.0
BM,1989,25-34,Female,0.0
BM,1989,25-34,Male,0.0
BM,1989,35-44,Female,0.0
BM,1989,35-44,Male,0.0
BM,1989,45-54,Female,0.0
BM,1989,45-54,Male,0.0
BM,1989,55-64,Female,0.0
BM,1989,55-64,Male,0.0
BM,1989,65+,Female,0.0
BM,1989,65+,Male,0.0
BM,1990,0-14,Female,0.0
BM,1990,0-14,Male,0.0
BM,1990,15-24,Female,0.0
BM,1990,15-24,Male,0.0
BM,1990,25-34,Female,0.0
BM,1990,25-34,Male,0.0
BM,1990,35-44,Female,0.0
BM,1990,35-44,Male,0.0
BM,1990,45-54,Female,0.0
BM,1990,45-54,Male,0.0
BM,1990,55-64,Female,0.0
BM,1990,55-64,Male,0.0
BM,1990,65+,Female,0.0
BM,1990,65+,Male,0.0
BM,1991,0-14,Female,0.0
BM,1991,0-14,Male,0.0
BM,1991,15-24,Female,0.0
BM,1991,15-24,Male,0.0
BM,1991,25-34,Female,0.0
BM,1991,25-34,Male,0.0
BM,1991,35-44,Female,0.0
BM,1991,35-44,Male,0.0
BM,1991,45-54,Female,0.0
BM,1991,45-54,Male,0.0
BM,1991,55-64,Female,0.0
BM,1991,55-64,Male,0.0
BM,1991,65+,Female,0.0
BM,1991,65+,Male,0.0
BM,1992,0-14,Female,0.0
BM,1992,0-14,Male,0.0
BM,1992,15-24,Female,0.0
BM,1992,15-24,Male,0.0
BM,1992,25-34,Female,0.0
BM,1992,25-34,Male,0.0
BM,1992,35-44,Female,0.0
BM,1992,35-44,Male,0.0
BM,1992,45-54,Female,0.0
BM,1992,45-54,Male,0.0
BM,1992,55-64,Female,0.0
BM,1992,55-64,Male,0.0
BM,1992,65+,Female,0.0
BM,1992,65+,Male,0.0
BM,1995,0-14,Female,0.0
BM,1995,0-14,Male,0.0
BM,1995,15-24,Female,0.0
BM,1995,15-24,Male,0.0
BM,1995,25-34,Female,0.0
BM,1995,25-34,Male,0.0
BM,1995,35-44,Female,0.0
BM,1995,35-44,Male,0.0
BM,1995,45-54,Female,0.0
BM,1995,45-54,Male,0.0
BM,1995,55-64,Female,0.0
BM,1995,55-64,Male,0.0
BM,1995,65+,Female,0.0
BM,1995,65+,Male,0.0
BM,1996,0-14,Female,0.0
BM,1996,0-14,Male,0.0
BM,1996,15-24,Female,0.0
BM,1996,15-24,Male,0.0
BM,1996,25-34,Female,0.0
BM,1996,25-34,Male,0.0
BM,1996,35-44,Female,0.0
BM,1996,35-44,Male,0.0
BM,1996,45-54,Female,0.0
BM,1996,45-54,Male,0.0
BM,1996,55-64,Female,0.0
BM,1996,55-64,Male,0.0
BM,1996,65+,Female,0.0
BM,1996,65+,Male,0.0
BM,1997,0-14,Female,0.0
BM,1997,0-14,Male,0.0
BM,1997,15-24,Female,0.0
BM,1997,15-24,Male,0.0
BM,1997,25-34,Female,0.0
BM,1997,25-34,Male,0.0
BM,1997,35-44,Female,0.0
BM,1997,35-44,Male,0.0
BM,1997,45-54,Female,0.0
BM,1997,45-54,Male,0.0
BM,1997,55-64,Female,0.0
BM,1997,55-64,Male,0.0
BM,1997,65+,Female,0.0
BM,1997,65+,Male,0.0
BM,1998,0-14,Female,0.0
BM,1998,0-14,Male,0.0
BM,1998,15-24,Female,0.0
BM,1998,15-24,Male,0.0
BM,1998,25-34,Female,0.0
BM,1998,25-34,Male,0.0
BM,1998,35-44,Female,0.0
BM,1998,35-44,Male,0.0
BM,1998,45-54,Female,0.0
BM,1998,45-54,Male,0.0
BM,1998,55-64,Female,0.0
BM,1998,55-64,Male,0.0
BM,1998,65+,Female,0.0
BM,1998,65+,Male,0.0
BM,1999,0-14,Female,0.0
BM,1999,0-14,Male,0.0
BM,1999,15-24,Female,0.0
BM,1999,15-24,Male,0.0
BM,1999,25-34,Female,0.0
BM,1999,25-34,Male,0.0
BM,1999,35-44,Female,0.0
BM,1999,35-44,Male,0.0
BM,1999,45-54,Female,0.0
BM,1999,45-54,Male,0.0
BM,1999,55-64,Female,0.0
BM,1999,55-64,Male,0.0
BM,1999,65+,Female,0.0
BM,1999,65+,Male,0.0
BM,2000,0-14,Female,0.0
BM,2000,0-14,Male,0.0
BM,2000,15-24,Female,0.0
BM,2000,15-24,Male,0.0
BM,2000,25-34,Female,0.0
BM,2000,25-34,Male,0.0
BM,2000,35-44,Female,0.0
BM,2000,35-44,Male,0.0
BM,2000,45-54,Female,0.0
BM,2000,45-54,Male,0.0
BM,2000,55-64,Female,0.0
BM,2000,55-64,Male,0.0
BM,2000,65+,Female,0.0
BM,2000,65+,Male,0.0
BM,2001,0-14,Female,0.0
BM,2001,0-14,Male,0.0
BM,2001,15-24,Female,0.0
BM,2001,15-24,Male,0.0
BM,2001,25-34,Female,0.0
BM,2001,25-34,Male,0.0
BM,2001,35-44,Female,0.0
BM,2001,35-44,Male,0.0
BM,2001,45-54,Female,0.0
BM,2001,45-54,Male,0.0
BM,2001,55-64,Female,0.0
BM,2001,55-64,Male,0.0
BM,2001,65+,Female,0.0
BM,2001,65+,Male,0.0
BM,2002,0-14,Female,0.0
BM,2002,0-14,Male,0.0
BM,2002,15-24,Female,0.0
BM,2002,15-24,Male,0.0
BM,2002,25-34,Female,0.0
BM,2002,25-34,Male,0.0
BM,2002,35-44,Female,0.0
BM,2002,35-44,Male,0.0
BM,2002,45-54,Female,0.0
BM,2002,45-54,Male,0.0
BM,2002,55-64,Female,0.0
BM,2002,55-64,Male,0.0
BM,2002,65+,Female,0.0
BM,2002,65+,Male,0.0
BM,2003,0-14,Female,0.0
BM,2003,0-14,Male,0.0
BM,2003,15-24,Female,0.0
BM,2003,15-24,Male,0.0
BM,2003,25-34,Female,0.0
BM,2003,25-34,Male,0.0
BM,2003,35-44,Female,0.0
BM,2003,35-44,Male,0.0
BM,2003,45-54,Female,0.0
BM,2003,45-54,Male,0.0
BM,2003,55-64,Female,0.0
BM,2003,55-64,Male,0.0
BM,2003,65+,Female,0.0
BM,2003,65+,Male,0.0
BM,2004,0-14,Female,0.0
BM,2004,0-14,Male,0.0
BM,2004,15-24,Female,0.0
BM,2004,15-24,Male,0.0
BM,2004,25-34,Female,0.0
BM,2004,25-34,Male,0.0
BM,2004,35-44,Female,0.0
BM,2004,35-44,Male,0.0
BM,2004,45-54,Female,0.0
BM,2004,45-54,Male,0.0
BM,2004,55-64,Female,0.0
BM,2004,55-64,Male,0.0
BM,2004,65+,Female,0.0
BM,2004,65+,Male,0.0
BM,2005,0-14,Female,0.0
BM,2005,0-14,Male,0.0
BM,2005,15-24,Female,0.0
BM,2005,15-24,Male,0.0
BM,2005,25-34,Female,0.0
BM,2005,25-34,Male,0.0
BM,2005,35-44,Female,0.0
BM,2005,35-44,Male,0.0
BM,2005,45-54,Female,0.0
BM,2005,45-54,Male,0.0
BM,2005,55-64,Female,0.0
BM,2005,55-64,Male,0.0
BM,2005,65+,Female,0.0
BM,2005,65+,Male,0.0
BM,2006,0-14,Female,0.0
BM,2006,0-14,Male,0.0
BM,2006,15-24,Female,0.0
BM,2006,15-24,Male,0.0
BM,2006,25-34,Female,0.0
BM,2006,25-34,Male,0.0
BM,2006,35-44,Female,0.0
BM,2006,35-44,Male,1.0
BM,2006,45-54,Female,1.0
BM,2006,45-54,Male,0.0
BM,2006,55-64,Female,0.0
BM,2006,55-64,Male,0.0
BM,2006,65+,Female,0.0
BM,2006,65+,Male,0.0
BM,2007,0-14,Female,0.0
BM,2007,0-14,Male,0.0
BM,2007,15-24,Female,0.0
BM,2007,15-24,Male,0.0
BM,2007,25-34,Female,0.0
BM,2007,25-34,Male,0.0
BM,2007,35-44,Female,0.0
BM,2007,35-44,Male,0.0
BM,2007,45-54,Female,0.0
BM,2007,45-54,Male,0.0
BM,2007,55-64,Female,0.0
BM,2007,55-64,Male,0.0
BM,2007,65+,Female,0.0
BM,2007,65+,Male,0.0
BM,2008,0-14,Female,0.0
BM,2008,0-14,Male,0.0
BM,2008,15-24,Female,0.0
BM,2008,15-24,Male,0.0
BM,2008,25-34,Female,0.0
BM,2008,25-34,Male,0.0
BM,2008,35-44,Female,0.0
BM,2008,35-44,Male,0.0
BM,2008,45-54,Female,0.0
BM,2008,45-54,Male,0.0
BM,2008,55-64,Female,0.0
BM,2008,55-64,Male,0.0
BM,2008,65+,Female,0.0
BM,2008,65+,Male,0.0
BN,1980,0-14,Female,0.0
BN,1980,0-14,Male,0.0
BN,1980,15-24,Female,0.0
BN,1980,15-24,Male,0.0
BN,1980,25-34,Female,0.0
BN,1980,25-34,Male,0.0
BN,1980,35-44,Female,0.0
BN,1980,35-44,Male,0.0
BN,1980,45-54,Female,0.0
BN,1980,45-54,Male,0.0
BN,1980,55-64,Female,0.0
BN,1980,55-64,Male,0.0
BN,1980,65+,Female,0.0
BN,1980,65+,Male,0.0
BN,1981,0-14,Female,0.0
BN,1981,0-14,Male,0.0
BN,1981,15-24,Female,0.0
BN,1981,15-24,Male,0.0
BN,1981,25-34,Female,0.0
BN,1981,25-34,Male,0.0
BN,1981,35-44,Female,0.0
BN,1981,35-44,Male,0.0
BN,1981,45-54,Female,0.0
BN,1981,45-54,Male,0.0
BN,1981,55-64,Female,0.0
BN,1981,55-64,Male,0.0
BN,1981,65+,Female,0.0
BN,1981,65+,Male,0.0
BN,1982,0-14,Female,0.0
BN,1982,0-14,Male,0.0
BN,1982,15-24,Female,0.0
BN,1982,15-24,Male,0.0
BN,1982,25-34,Female,0.0
BN,1982,25-34,Male,0.0
BN,1982,35-44,Female,0.0
BN,1982,35-44,Male,0.0
BN,1982,45-54,Female,0.0
BN,1982,45-54,Male,0.0
BN,1982,55-64,Female,0.0
BN,1982,55-64,Male,0.0
BN,1982,65+,Female,0.0
BN,1982,65+,Male,0.0
BN,1983,0-14,Female,0.0
BN,1983,0-14,Male,0.0
BN,1983,15-24,Female,0.0
BN,1983,15-24,Male,0.0
BN,1983,25-34,Female,0.0
BN,1983,25-34,Male,0.0
BN,1983,35-44,Female,0.0
BN,1983,35-44,Male,0.0
BN,1983,45-54,Female,0.0
BN,1983,45-54,Male,0.0
BN,1983,55-64,Female,0.0
BN,1983,55-64,Male,0.0
BN,1983,65+,Female,0.0
BN,1983,65+,Male,0.0
BN,1984,0-14,Female,0.0
BN,1984,0-14,Male,0.0
BN,1984,15-24,Female,0.0
BN,1984,15-24,Male,0.0
BN,1984,25-34,Female,0.0
BN,1984,25-34,Male,0.0
BN,1984,35-44,Female,0.0
BN,1984,35-44,Male,0.0
BN,1984,45-54,Female,0.0
BN,1984,45-54,Male,0.0
BN,1984,55-64,Female,0.0
BN,1984,55-64,Male,0.0
BN,1984,65+,Female,0.0
BN,1984,65+,Male,0.0
BN,1985,0-14,Female,0.0
BN,1985,0-14,Male,0.0
BN,1985,15-24,Female,0.0
BN,1985,15-24,Male,0.0
BN,1985,25-34,Female,0.0
BN,1985,25-34,Male,0.0
BN,1985,35-44,Female,0.0
BN,1985,35-44,Male,0.0
BN,1985,45-54,Female,0.0
BN,1985,45-54,Male,0.0
BN,1985,55-64,Female,0.0
BN,1985,55-64,Male,0.0
BN,1985,65+,Female,0.0
BN,1985,65+,Male,0.0
BN,1986,0-14,Female,0.0
BN,1986,0-14,Male,0.0
BN,1986,15-24,Female,0.0
BN,1986,15-24,Male,0.0
BN,1986,25-34,Female,0.0
BN,1986,25-34,Male,0.0
BN,1986,35-44,Female,0.0
BN,1986,35-44,Male,0.0
BN,1986,45-54,Female,0.0
BN,1986,45-54,Male,0.0
BN,1986,55-64,Female,0.0
BN,1986,55-64,Male,0.0
BN,1986,65+,Female,0.0
BN,1986,65+,Male,0.0
BN,1987,0-14,Female,0.0
BN,1987,0-14,Male,0.0
BN,1987,15-24,Female,0.0
BN,1987,15-24,Male,0.0
BN,1987,25-34,Female,0.0
BN,1987,25-34,Male,0.0
BN,1987,35-44,Female,0.0
BN,1987,35-44,Male,0.0
BN,1987,45-54,Female,0.0
BN,1987,45-54,Male,0.0
BN,1987,55-64,Female,0.0
BN,1987,55-64,Male,0.0
BN,1987,65+,Female,0.0
BN,1987,65+,Male,0.0
BN,1988,0-14,Female,0.0
BN,1988,0-14,Male,0.0
BN,1988,15-24,Female,0.0
BN,1988,15-24,Male,0.0
BN,1988,25-34,Female,0.0
BN,1988,25-34,Male,0.0
BN,1988,35-44,Female,0.0
BN,1988,35-44,Male,0.0
BN,1988,45-54,Female,0.0
BN,1988,45-54,Male,0.0
BN,1988,55-64,Female,0.0
BN,1988,55-64,Male,0.0
BN,1988,65+,Female,0.0
BN,1988,65+,Male,0.0
BN,1989,0-14,Female,0.0
BN,1989,0-14,Male,0.0
BN,1989,15-24,Female,0.0
BN,1989,15-24,Male,0.0
BN,1989,25-34,Female,0.0
BN,1989,25-34,Male,0.0
BN,1989,35-44,Female,0.0
BN,1989,35-44,Male,0.0
BN,1989,45-54,Female,0.0
BN,1989,45-54,Male,0.0
BN,1989,55-64,Female,0.0
BN,1989,55-64,Male,0.0
